node_id,alert_text
13,接口 eth1 在端口 28 出现断开
14,检测到到节点48的往返延迟 RTT ~261ms
14,设备接口eth2端口4状态 DOWN
14,检测到到节点48的往返延迟 RTT ~174ms
15,CPU 利用率超过 85%，可能存在过载风险
15,RAM 占用 90%，剩余不足
15,检测到到节点45的往返延迟 RTT ~388ms
16,设备接口eth1端口6状态 DOWN
16,入流量瞬时增长至 92% 带宽利用率
16,检测到到节点44的往返延迟 RTT ~419ms
17,设备接口eth3端口5状态 DOWN
17,设备接口eth2端口5状态 DOWN
17,处理器占用率 84%，需关注性能瓶颈
18,接口 eth2 在端口 31 出现断开
18,与邻居节点 36 的链路延迟超过 218ms
19,与邻居节点 7 的链路延迟超过 251ms
20,接口 eth3 在端口 37 出现断开
20,设备接口eth1端口14状态 DOWN
21,与邻居节点 7 的链路延迟超过 105ms
22,接口 eth2 在端口 46 出现断开
22,设备接口eth3端口41状态 DOWN
23,接口 eth3 在端口 20 出现断开
23,与邻居节点 7 的链路延迟超过 388ms
23,接口 eth0 在端口 44 出现断开
24,检测到到节点49的往返延迟 RTT ~217ms
25,入流量瞬时增长至 71% 带宽利用率
26,处理器占用率 88%，需关注性能瓶颈
26,检测到到节点5的往返延迟 RTT ~384ms
26,接口 eth3 在端口 28 出现断开
27,检测到到节点7的往返延迟 RTT ~297ms
27,检测到到节点7的往返延迟 RTT ~260ms
27,入流量瞬时增长至 91% 带宽利用率
28,检测到到节点51的往返延迟 RTT ~431ms
28,检测到到节点51的往返延迟 RTT ~291ms
29,流量负载突增，当前占用 74%
30,设备接口eth1端口43状态 DOWN
30,与邻居节点 20 的链路延迟超过 464ms
30,检测到到节点20的往返延迟 RTT ~108ms
31,设备接口eth1端口28状态 DOWN
32,入流量瞬时增长至 72% 带宽利用率
32,与邻居节点 7 的链路延迟超过 445ms
33,设备接口eth3端口48状态 DOWN
33,流量负载突增，当前占用 94%
33,设备接口eth2端口2状态 DOWN
34,处理器占用率 72%，需关注性能瓶颈
34,CPU 利用率超过 72%，可能存在过载风险
34,设备接口eth3端口12状态 DOWN
35,接口 eth2 在端口 2 出现断开
35,设备接口eth0端口27状态 DOWN
35,检测到到节点48的往返延迟 RTT ~247ms
36,设备接口eth3端口36状态 DOWN
36,接口 eth3 在端口 1 出现断开
36,设备接口eth0端口37状态 DOWN
37,检测到到节点9的往返延迟 RTT ~475ms
38,设备接口eth2端口23状态 DOWN
38,与邻居节点 3 的链路延迟超过 103ms
38,接口 eth3 在端口 15 出现断开
39,与邻居节点 48 的链路延迟超过 282ms
39,检测到到节点48的往返延迟 RTT ~409ms
40,处理器占用率 92%，需关注性能瓶颈
40,处理器占用率 71%，需关注性能瓶颈
41,接口 eth2 在端口 15 出现断开
41,检测到到节点48的往返延迟 RTT ~134ms
42,设备接口eth3端口30状态 DOWN
42,检测到到节点48的往返延迟 RTT ~159ms
42,接口 eth3 在端口 48 出现断开
43,与邻居节点 48 的链路延迟超过 479ms
43,处理器占用率 88%，需关注性能瓶颈
43,流量负载突增，当前占用 72%
44,与邻居节点 15 的链路延迟超过 310ms
44,检测到到节点16的往返延迟 RTT ~362ms
44,设备接口eth0端口1状态 DOWN
45,设备接口eth0端口44状态 DOWN
46,设备接口eth0端口4状态 DOWN
46,接口 eth3 在端口 18 出现断开
47,检测到到节点49的往返延迟 RTT ~349ms
47,内存使用率达 91%，系统将触发垃圾回收
47,处理器占用率 78%，需关注性能瓶颈
48,内存使用率达 78%，系统将触发垃圾回收
48,入流量瞬时增长至 90% 带宽利用率
48,入流量瞬时增长至 85% 带宽利用率
49,入流量瞬时增长至 71% 带宽利用率
49,内存使用率达 100%，系统将触发垃圾回收
49,检测到到节点0的往返延迟 RTT ~201ms
50,与邻居节点 48 的链路延迟超过 201ms
50,设备接口eth2端口12状态 DOWN
51,RAM 占用 81%，剩余不足
51,入流量瞬时增长至 76% 带宽利用率
0,与邻居节点 3 的链路延迟超过 310ms
0,检测到到节点16的往返延迟 RTT ~260ms
0,处理器占用率 89%，需关注性能瓶颈
1,与邻居节点 18 的链路延迟超过 335ms
2,接口 eth0 在端口 29 出现断开
2,检测到到节点33的往返延迟 RTT ~169ms
3,接口 eth0 在端口 18 出现断开
3,检测到到节点0的往返延迟 RTT ~444ms
4,接口 eth3 在端口 31 出现断开
4,与邻居节点 8 的链路延迟超过 214ms
4,接口 eth3 在端口 32 出现断开
5,接口 eth3 在端口 30 出现断开
6,流量负载突增，当前占用 76%
7,设备接口eth2端口30状态 DOWN
7,设备接口eth0端口6状态 DOWN
7,与邻居节点 39 的链路延迟超过 322ms
8,处理器占用率 75%，需关注性能瓶颈
8,CPU 利用率超过 84%，可能存在过载风险
9,接口 eth0 在端口 38 出现断开
10,检测到到节点39的往返延迟 RTT ~188ms
11,接口 eth2 在端口 16 出现断开
12,接口 eth3 在端口 12 出现断开
12,与邻居节点 28 的链路延迟超过 275ms
12,流量负载突增，当前占用 81%
13,检测到到节点25的往返延迟 RTT ~366ms
13,检测到到节点25的往返延迟 RTT ~489ms
13,设备接口eth2端口2状态 DOWN
14,接口 eth0 在端口 28 出现断开
15,与邻居节点 28 的链路延迟超过 167ms
15,RAM 占用 99%，剩余不足
16,与邻居节点 0 的链路延迟超过 407ms
16,流量负载突增，当前占用 76%
17,与邻居节点 28 的链路延迟超过 316ms
18,入流量瞬时增长至 86% 带宽利用率
18,入流量瞬时增长至 71% 带宽利用率
18,CPU 利用率超过 100%，可能存在过载风险
19,设备接口eth1端口10状态 DOWN
19,接口 eth3 在端口 41 出现断开
19,检测到到节点39的往返延迟 RTT ~155ms
20,与邻居节点 23 的链路延迟超过 375ms
20,接口 eth3 在端口 4 出现断开
21,接口 eth1 在端口 48 出现断开
22,设备接口eth1端口15状态 DOWN
22,设备接口eth3端口45状态 DOWN
22,检测到到节点25的往返延迟 RTT ~283ms
23,设备接口eth3端口30状态 DOWN
24,与邻居节点 8 的链路延迟超过 398ms
24,设备接口eth3端口4状态 DOWN
24,设备接口eth0端口31状态 DOWN
25,与邻居节点 18 的链路延迟超过 106ms
26,与邻居节点 8 的链路延迟超过 359ms
26,检测到到节点8的往返延迟 RTT ~201ms
26,检测到到节点8的往返延迟 RTT ~235ms
27,CPU 利用率超过 100%，可能存在过载风险
28,内存使用率达 92%，系统将触发垃圾回收
29,设备接口eth3端口24状态 DOWN
29,CPU 利用率超过 81%，可能存在过载风险
29,设备接口eth3端口1状态 DOWN
30,接口 eth3 在端口 26 出现断开
31,检测到到节点8的往返延迟 RTT ~314ms
31,与邻居节点 8 的链路延迟超过 231ms
31,接口 eth2 在端口 14 出现断开
32,与邻居节点 18 的链路延迟超过 204ms
32,接口 eth1 在端口 32 出现断开
32,接口 eth1 在端口 31 出现断开
33,检测到到节点18的往返延迟 RTT ~440ms
33,与邻居节点 18 的链路延迟超过 441ms
33,接口 eth2 在端口 9 出现断开
34,接口 eth1 在端口 20 出现断开
34,与邻居节点 39 的链路延迟超过 121ms
35,与邻居节点 39 的链路延迟超过 357ms
36,与邻居节点 39 的链路延迟超过 240ms
37,接口 eth1 在端口 12 出现断开
38,接口 eth0 在端口 48 出现断开
39,接口 eth1 在端口 31 出现断开
40,流量负载突增，当前占用 97%
40,接口 eth1 在端口 11 出现断开
40,接口 eth2 在端口 43 出现断开
41,与邻居节点 18 的链路延迟超过 436ms
41,接口 eth2 在端口 20 出现断开
41,入流量瞬时增长至 77% 带宽利用率
0,与邻居节点 3 的链路延迟超过 233ms
0,CPU 利用率超过 96%，可能存在过载风险
0,检测到到节点3的往返延迟 RTT ~252ms
1,接口 eth1 在端口 5 出现断开
1,内存使用率达 98%，系统将触发垃圾回收
2,检测到到节点3的往返延迟 RTT ~111ms
3,与邻居节点 0 的链路延迟超过 347ms
3,RAM 占用 73%，剩余不足
3,RAM 占用 82%，剩余不足
4,接口 eth1 在端口 3 出现断开
4,接口 eth2 在端口 1 出现断开
4,RAM 占用 93%，剩余不足
5,设备接口eth0端口33状态 DOWN
5,流量负载突增，当前占用 84%
6,与邻居节点 14 的链路延迟超过 137ms
6,与邻居节点 14 的链路延迟超过 458ms
7,与邻居节点 10 的链路延迟超过 437ms
8,检测到到节点7的往返延迟 RTT ~308ms
9,接口 eth3 在端口 42 出现断开
10,接口 eth1 在端口 47 出现断开
11,设备接口eth1端口17状态 DOWN
12,RAM 占用 89%，剩余不足
12,设备接口eth2端口6状态 DOWN
12,CPU 利用率超过 76%，可能存在过载风险
13,检测到到节点12的往返延迟 RTT ~174ms
13,与邻居节点 12 的链路延迟超过 123ms
13,内存使用率达 73%，系统将触发垃圾回收
14,流量负载突增，当前占用 74%
0,设备接口eth0端口20状态 DOWN
0,与邻居节点 9 的链路延迟超过 192ms
0,与邻居节点 176 的链路延迟超过 406ms
1,接口 eth3 在端口 37 出现断开
2,接口 eth1 在端口 18 出现断开
2,与邻居节点 76 的链路延迟超过 120ms
3,检测到到节点77的往返延迟 RTT ~288ms
4,CPU 利用率超过 94%，可能存在过载风险
4,与邻居节点 6 的链路延迟超过 195ms
5,接口 eth0 在端口 20 出现断开
5,与邻居节点 131 的链路延迟超过 207ms
5,接口 eth2 在端口 36 出现断开
6,接口 eth2 在端口 48 出现断开
6,接口 eth3 在端口 12 出现断开
7,接口 eth2 在端口 18 出现断开
8,接口 eth3 在端口 22 出现断开
8,RAM 占用 99%，剩余不足
8,检测到到节点194的往返延迟 RTT ~232ms
9,与邻居节点 0 的链路延迟超过 146ms
9,流量负载突增，当前占用 99%
9,接口 eth2 在端口 35 出现断开
10,检测到到节点13的往返延迟 RTT ~331ms
10,检测到到节点11的往返延迟 RTT ~455ms
10,接口 eth0 在端口 17 出现断开
11,检测到到节点10的往返延迟 RTT ~375ms
12,与邻居节点 32 的链路延迟超过 435ms
13,检测到到节点16的往返延迟 RTT ~316ms
14,与邻居节点 64 的链路延迟超过 181ms
15,CPU 利用率超过 95%，可能存在过载风险
15,接口 eth2 在端口 12 出现断开
15,处理器占用率 92%，需关注性能瓶颈
16,设备接口eth2端口19状态 DOWN
17,检测到到节点16的往返延迟 RTT ~107ms
18,接口 eth3 在端口 46 出现断开
19,与邻居节点 82 的链路延迟超过 213ms
20,与邻居节点 23 的链路延迟超过 208ms
20,设备接口eth1端口38状态 DOWN
21,接口 eth1 在端口 3 出现断开
22,与邻居节点 23 的链路延迟超过 332ms
23,检测到到节点20的往返延迟 RTT ~329ms
23,设备接口eth3端口14状态 DOWN
23,与邻居节点 22 的链路延迟超过 411ms
24,与邻居节点 27 的链路延迟超过 413ms
24,检测到到节点27的往返延迟 RTT ~101ms
25,设备接口eth3端口24状态 DOWN
25,检测到到节点171的往返延迟 RTT ~329ms
25,设备接口eth3端口48状态 DOWN
26,与邻居节点 21 的链路延迟超过 264ms
26,检测到到节点27的往返延迟 RTT ~271ms
26,与邻居节点 28 的链路延迟超过 209ms
27,设备接口eth3端口14状态 DOWN
28,内存使用率达 71%，系统将触发垃圾回收
29,设备接口eth0端口14状态 DOWN
30,设备接口eth1端口14状态 DOWN
30,接口 eth3 在端口 3 出现断开
30,接口 eth2 在端口 32 出现断开
31,接口 eth1 在端口 22 出现断开
32,接口 eth2 在端口 30 出现断开
33,设备接口eth3端口4状态 DOWN
33,接口 eth2 在端口 31 出现断开
33,与邻居节点 32 的链路延迟超过 283ms
34,设备接口eth3端口23状态 DOWN
34,设备接口eth2端口16状态 DOWN
34,与邻居节点 37 的链路延迟超过 290ms
35,与邻居节点 30 的链路延迟超过 226ms
35,接口 eth0 在端口 11 出现断开
35,设备接口eth1端口22状态 DOWN
36,与邻居节点 39 的链路延迟超过 350ms
36,设备接口eth1端口30状态 DOWN
36,与邻居节点 38 的链路延迟超过 316ms
37,与邻居节点 160 的链路延迟超过 208ms
37,设备接口eth3端口4状态 DOWN
37,接口 eth2 在端口 11 出现断开
38,检测到到节点36的往返延迟 RTT ~454ms
39,与邻居节点 36 的链路延迟超过 285ms
40,与邻居节点 41 的链路延迟超过 216ms
40,接口 eth0 在端口 13 出现断开
40,检测到到节点41的往返延迟 RTT ~192ms
41,检测到到节点43的往返延迟 RTT ~488ms
41,接口 eth3 在端口 44 出现断开
42,与邻居节点 43 的链路延迟超过 451ms
42,设备接口eth2端口48状态 DOWN
43,检测到到节点41的往返延迟 RTT ~108ms
44,与邻居节点 45 的链路延迟超过 101ms
44,与邻居节点 45 的链路延迟超过 114ms
45,检测到到节点48的往返延迟 RTT ~307ms
46,接口 eth3 在端口 5 出现断开
46,检测到到节点49的往返延迟 RTT ~253ms
46,接口 eth0 在端口 14 出现断开
47,与邻居节点 44 的链路延迟超过 426ms
47,接口 eth1 在端口 33 出现断开
47,检测到到节点44的往返延迟 RTT ~113ms
48,检测到到节点45的往返延迟 RTT ~294ms
48,检测到到节点155的往返延迟 RTT ~228ms
49,检测到到节点147的往返延迟 RTT ~257ms
50,检测到到节点57的往返延迟 RTT ~100ms
50,检测到到节点57的往返延迟 RTT ~255ms
50,与邻居节点 57 的链路延迟超过 148ms
51,与邻居节点 50 的链路延迟超过 443ms
52,检测到到节点53的往返延迟 RTT ~459ms
52,检测到到节点55的往返延迟 RTT ~357ms
52,设备接口eth2端口32状态 DOWN
53,检测到到节点52的往返延迟 RTT ~195ms
53,设备接口eth2端口19状态 DOWN
53,与邻居节点 58 的链路延迟超过 185ms
54,与邻居节点 28 的链路延迟超过 245ms
55,设备接口eth1端口1状态 DOWN
55,接口 eth3 在端口 35 出现断开
55,设备接口eth1端口30状态 DOWN
56,检测到到节点59的往返延迟 RTT ~437ms
56,与邻居节点 59 的链路延迟超过 375ms
57,与邻居节点 56 的链路延迟超过 415ms
58,检测到到节点53的往返延迟 RTT ~309ms
58,与邻居节点 59 的链路延迟超过 102ms
59,接口 eth3 在端口 38 出现断开
60,与邻居节点 69 的链路延迟超过 239ms
60,接口 eth2 在端口 37 出现断开
60,接口 eth1 在端口 14 出现断开
61,设备接口eth2端口34状态 DOWN
61,设备接口eth3端口16状态 DOWN
61,与邻居节点 128 的链路延迟超过 120ms
62,检测到到节点86的往返延迟 RTT ~335ms
63,检测到到节点68的往返延迟 RTT ~447ms
64,检测到到节点65的往返延迟 RTT ~347ms
64,与邻居节点 67 的链路延迟超过 272ms
64,接口 eth0 在端口 24 出现断开
65,与邻居节点 64 的链路延迟超过 208ms
65,设备接口eth3端口21状态 DOWN
66,接口 eth0 在端口 45 出现断开
67,设备接口eth3端口29状态 DOWN
67,处理器占用率 84%，需关注性能瓶颈
67,与邻居节点 66 的链路延迟超过 267ms
68,设备接口eth2端口43状态 DOWN
68,接口 eth3 在端口 48 出现断开
68,接口 eth1 在端口 4 出现断开
69,设备接口eth0端口41状态 DOWN
70,与邻居节点 183 的链路延迟超过 111ms
71,检测到到节点79的往返延迟 RTT ~123ms
71,设备接口eth1端口19状态 DOWN
72,与邻居节点 71 的链路延迟超过 365ms
73,CPU 利用率超过 89%，可能存在过载风险
74,设备接口eth2端口45状态 DOWN
75,检测到到节点183的往返延迟 RTT ~403ms
76,检测到到节点173的往返延迟 RTT ~493ms
77,检测到到节点2的往返延迟 RTT ~140ms
77,接口 eth2 在端口 39 出现断开
77,接口 eth1 在端口 34 出现断开
78,接口 eth3 在端口 18 出现断开
79,与邻居节点 71 的链路延迟超过 149ms
79,与邻居节点 78 的链路延迟超过 436ms
79,与邻居节点 70 的链路延迟超过 124ms
80,接口 eth3 在端口 44 出现断开
80,与邻居节点 86 的链路延迟超过 179ms
80,与邻居节点 81 的链路延迟超过 330ms
81,检测到到节点80的往返延迟 RTT ~251ms
81,入流量瞬时增长至 84% 带宽利用率
82,设备接口eth3端口1状态 DOWN
82,检测到到节点150的往返延迟 RTT ~247ms
82,与邻居节点 19 的链路延迟超过 393ms
83,接口 eth2 在端口 16 出现断开
83,与邻居节点 148 的链路延迟超过 340ms
84,与邻居节点 148 的链路延迟超过 344ms
85,检测到到节点84的往返延迟 RTT ~486ms
85,与邻居节点 84 的链路延迟超过 146ms
86,接口 eth3 在端口 10 出现断开
86,设备接口eth0端口48状态 DOWN
87,检测到到节点88的往返延迟 RTT ~186ms
88,接口 eth2 在端口 9 出现断开
88,与邻居节点 87 的链路延迟超过 169ms
88,检测到到节点82的往返延迟 RTT ~461ms
89,处理器占用率 77%，需关注性能瓶颈
90,与邻居节点 172 的链路延迟超过 116ms
91,与邻居节点 92 的链路延迟超过 120ms
91,设备接口eth1端口30状态 DOWN
92,与邻居节点 91 的链路延迟超过 355ms
92,接口 eth2 在端口 42 出现断开
93,接口 eth0 在端口 39 出现断开
94,接口 eth2 在端口 3 出现断开
94,接口 eth2 在端口 10 出现断开
94,与邻居节点 78 的链路延迟超过 381ms
95,接口 eth0 在端口 26 出现断开
95,与邻居节点 96 的链路延迟超过 482ms
95,接口 eth1 在端口 6 出现断开
96,设备接口eth1端口24状态 DOWN
97,与邻居节点 172 的链路延迟超过 431ms
97,接口 eth0 在端口 16 出现断开
97,与邻居节点 172 的链路延迟超过 463ms
98,检测到到节点194的往返延迟 RTT ~397ms
98,检测到到节点194的往返延迟 RTT ~245ms
99,流量负载突增，当前占用 87%
100,检测到到节点99的往返延迟 RTT ~443ms
100,设备接口eth3端口43状态 DOWN
101,与邻居节点 104 的链路延迟超过 346ms
102,与邻居节点 109 的链路延迟超过 150ms
102,设备接口eth2端口27状态 DOWN
102,检测到到节点101的往返延迟 RTT ~270ms
103,与邻居节点 104 的链路延迟超过 360ms
103,接口 eth3 在端口 27 出现断开
103,检测到到节点106的往返延迟 RTT ~308ms
104,设备接口eth3端口1状态 DOWN
104,设备接口eth2端口33状态 DOWN
105,设备接口eth3端口41状态 DOWN
105,与邻居节点 107 的链路延迟超过 310ms
105,与邻居节点 107 的链路延迟超过 439ms
106,设备接口eth0端口4状态 DOWN
107,接口 eth2 在端口 15 出现断开
107,设备接口eth1端口22状态 DOWN
108,接口 eth2 在端口 10 出现断开
109,接口 eth3 在端口 7 出现断开
110,与邻居节点 109 的链路延迟超过 171ms
110,与邻居节点 128 的链路延迟超过 302ms
110,入流量瞬时增长至 96% 带宽利用率
111,设备接口eth2端口22状态 DOWN
111,与邻居节点 140 的链路延迟超过 468ms
111,与邻居节点 140 的链路延迟超过 307ms
112,设备接口eth2端口34状态 DOWN
113,接口 eth0 在端口 25 出现断开
113,设备接口eth2端口2状态 DOWN
113,与邻居节点 114 的链路延迟超过 145ms
114,入流量瞬时增长至 85% 带宽利用率
114,接口 eth0 在端口 48 出现断开
115,入流量瞬时增长至 73% 带宽利用率
115,与邻居节点 118 的链路延迟超过 392ms
116,接口 eth0 在端口 24 出现断开
116,与邻居节点 1 的链路延迟超过 338ms
117,接口 eth0 在端口 29 出现断开
118,设备接口eth1端口16状态 DOWN
118,设备接口eth3端口22状态 DOWN
118,接口 eth2 在端口 2 出现断开
119,检测到到节点175的往返延迟 RTT ~401ms
119,与邻居节点 175 的链路延迟超过 147ms
120,设备接口eth0端口21状态 DOWN
120,与邻居节点 117 的链路延迟超过 368ms
121,接口 eth0 在端口 16 出现断开
122,检测到到节点121的往返延迟 RTT ~187ms
122,接口 eth1 在端口 31 出现断开
123,检测到到节点126的往返延迟 RTT ~104ms
124,与邻居节点 121 的链路延迟超过 167ms
124,与邻居节点 123 的链路延迟超过 481ms
125,与邻居节点 123 的链路延迟超过 279ms
125,接口 eth2 在端口 42 出现断开
126,检测到到节点123的往返延迟 RTT ~169ms
127,设备接口eth0端口46状态 DOWN
127,设备接口eth0端口45状态 DOWN
127,接口 eth2 在端口 27 出现断开
128,检测到到节点61的往返延迟 RTT ~363ms
129,与邻居节点 14 的链路延迟超过 321ms
129,接口 eth1 在端口 43 出现断开
129,接口 eth3 在端口 3 出现断开
130,与邻居节点 127 的链路延迟超过 352ms
130,设备接口eth1端口28状态 DOWN
131,接口 eth1 在端口 12 出现断开
131,处理器占用率 86%，需关注性能瓶颈
131,检测到到节点142的往返延迟 RTT ~234ms
132,设备接口eth0端口3状态 DOWN
133,与邻居节点 173 的链路延迟超过 448ms
134,接口 eth1 在端口 35 出现断开
135,设备接口eth1端口28状态 DOWN
135,设备接口eth2端口44状态 DOWN
135,检测到到节点132的往返延迟 RTT ~453ms
136,与邻居节点 139 的链路延迟超过 330ms
136,设备接口eth1端口35状态 DOWN
136,与邻居节点 139 的链路延迟超过 339ms
137,与邻居节点 134 的链路延迟超过 458ms
137,与邻居节点 112 的链路延迟超过 400ms
137,设备接口eth1端口14状态 DOWN
138,检测到到节点134的往返延迟 RTT ~413ms
138,检测到到节点174的往返延迟 RTT ~407ms
138,检测到到节点141的往返延迟 RTT ~144ms
139,与邻居节点 136 的链路延迟超过 311ms
140,检测到到节点111的往返延迟 RTT ~305ms
140,接口 eth3 在端口 48 出现断开
140,接口 eth0 在端口 43 出现断开
141,检测到到节点138的往返延迟 RTT ~213ms
141,与邻居节点 138 的链路延迟超过 385ms
141,与邻居节点 140 的链路延迟超过 334ms
142,接口 eth0 在端口 40 出现断开
142,与邻居节点 131 的链路延迟超过 322ms
143,接口 eth2 在端口 17 出现断开
143,接口 eth1 在端口 14 出现断开
144,检测到到节点69的往返延迟 RTT ~353ms
144,检测到到节点149的往返延迟 RTT ~331ms
144,检测到到节点69的往返延迟 RTT ~100ms
145,检测到到节点157的往返延迟 RTT ~132ms
145,与邻居节点 157 的链路延迟超过 206ms
146,检测到到节点152的往返延迟 RTT ~473ms
147,接口 eth2 在端口 26 出现断开
148,检测到到节点84的往返延迟 RTT ~327ms
149,接口 eth1 在端口 42 出现断开
150,接口 eth2 在端口 12 出现断开
151,检测到到节点152的往返延迟 RTT ~149ms
152,检测到到节点77的往返延迟 RTT ~268ms
152,检测到到节点153的往返延迟 RTT ~321ms
152,与邻居节点 146 的链路延迟超过 186ms
153,与邻居节点 160 的链路延迟超过 295ms
153,检测到到节点160的往返延迟 RTT ~298ms
154,检测到到节点159的往返延迟 RTT ~156ms
154,处理器占用率 89%，需关注性能瓶颈
154,检测到到节点159的往返延迟 RTT ~467ms
155,与邻居节点 165 的链路延迟超过 361ms
156,与邻居节点 155 的链路延迟超过 399ms
156,检测到到节点157的往返延迟 RTT ~339ms
157,设备接口eth0端口7状态 DOWN
158,接口 eth3 在端口 41 出现断开
158,设备接口eth3端口44状态 DOWN
159,设备接口eth2端口33状态 DOWN
160,设备接口eth3端口32状态 DOWN
160,接口 eth0 在端口 34 出现断开
161,检测到到节点162的往返延迟 RTT ~285ms
162,接口 eth1 在端口 5 出现断开
163,检测到到节点162的往返延迟 RTT ~271ms
164,流量负载突增，当前占用 74%
164,与邻居节点 163 的链路延迟超过 371ms
164,与邻居节点 45 的链路延迟超过 433ms
165,与邻居节点 49 的链路延迟超过 264ms
166,设备接口eth0端口44状态 DOWN
167,与邻居节点 168 的链路延迟超过 162ms
168,接口 eth3 在端口 26 出现断开
169,设备接口eth1端口47状态 DOWN
169,接口 eth2 在端口 14 出现断开
170,与邻居节点 166 的链路延迟超过 430ms
170,接口 eth2 在端口 34 出现断开
171,与邻居节点 94 的链路延迟超过 288ms
172,接口 eth3 在端口 42 出现断开
172,与邻居节点 97 的链路延迟超过 406ms
173,检测到到节点75的往返延迟 RTT ~102ms
173,接口 eth2 在端口 10 出现断开
174,与邻居节点 7 的链路延迟超过 273ms
175,处理器占用率 83%，需关注性能瓶颈
175,设备接口eth0端口43状态 DOWN
176,设备接口eth1端口2状态 DOWN
176,设备接口eth0端口17状态 DOWN
177,接口 eth0 在端口 29 出现断开
177,设备接口eth1端口19状态 DOWN
177,检测到到节点147的往返延迟 RTT ~431ms
178,设备接口eth2端口27状态 DOWN
179,与邻居节点 108 的链路延迟超过 119ms
180,接口 eth1 在端口 21 出现断开
181,处理器占用率 98%，需关注性能瓶颈
181,接口 eth0 在端口 7 出现断开
181,设备接口eth3端口31状态 DOWN
182,接口 eth2 在端口 26 出现断开
182,设备接口eth3端口11状态 DOWN
182,与邻居节点 189 的链路延迟超过 492ms
183,设备接口eth0端口36状态 DOWN
184,与邻居节点 183 的链路延迟超过 474ms
184,与邻居节点 165 的链路延迟超过 172ms
184,与邻居节点 165 的链路延迟超过 108ms
185,检测到到节点143的往返延迟 RTT ~268ms
186,检测到到节点183的往返延迟 RTT ~336ms
187,接口 eth2 在端口 29 出现断开
187,接口 eth3 在端口 33 出现断开
188,与邻居节点 51 的链路延迟超过 228ms
188,接口 eth2 在端口 31 出现断开
188,检测到到节点22的往返延迟 RTT ~383ms
189,与邻居节点 182 的链路延迟超过 181ms
189,接口 eth1 在端口 38 出现断开
190,接口 eth1 在端口 12 出现断开
191,接口 eth2 在端口 3 出现断开
192,设备接口eth0端口6状态 DOWN
193,设备接口eth0端口45状态 DOWN
193,接口 eth0 在端口 14 出现断开
193,设备接口eth1端口31状态 DOWN
194,检测到到节点193的往返延迟 RTT ~105ms
194,设备接口eth1端口18状态 DOWN
194,与邻居节点 98 的链路延迟超过 177ms
195,接口 eth1 在端口 16 出现断开
195,接口 eth1 在端口 33 出现断开
195,检测到到节点155的往返延迟 RTT ~265ms
196,与邻居节点 181 的链路延迟超过 156ms
196,检测到到节点181的往返延迟 RTT ~297ms
0,接口 eth3 在端口 44 出现断开
0,设备接口eth3端口45状态 DOWN
0,流量负载突增，当前占用 95%
1,与邻居节点 0 的链路延迟超过 162ms
1,检测到到节点0的往返延迟 RTT ~470ms
1,接口 eth1 在端口 43 出现断开
2,检测到到节点144的往返延迟 RTT ~415ms
3,检测到到节点144的往返延迟 RTT ~408ms
4,与邻居节点 8 的链路延迟超过 130ms
4,与邻居节点 8 的链路延迟超过 470ms
5,接口 eth1 在端口 25 出现断开
5,接口 eth3 在端口 47 出现断开
6,检测到到节点7的往返延迟 RTT ~198ms
7,接口 eth1 在端口 41 出现断开
7,与邻居节点 144 的链路延迟超过 491ms
7,检测到到节点144的往返延迟 RTT ~333ms
8,检测到到节点13的往返延迟 RTT ~152ms
8,接口 eth1 在端口 43 出现断开
9,检测到到节点13的往返延迟 RTT ~345ms
9,设备接口eth0端口16状态 DOWN
9,设备接口eth3端口45状态 DOWN
10,设备接口eth2端口3状态 DOWN
10,接口 eth2 在端口 24 出现断开
10,入流量瞬时增长至 99% 带宽利用率
11,接口 eth0 在端口 29 出现断开
12,接口 eth3 在端口 13 出现断开
12,检测到到节点141的往返延迟 RTT ~211ms
12,检测到到节点141的往返延迟 RTT ~436ms
13,入流量瞬时增长至 73% 带宽利用率
14,入流量瞬时增长至 79% 带宽利用率
14,设备接口eth1端口15状态 DOWN
15,设备接口eth3端口9状态 DOWN
15,与邻居节点 19 的链路延迟超过 322ms
15,设备接口eth2端口7状态 DOWN
16,检测到到节点60的往返延迟 RTT ~332ms
16,检测到到节点51的往返延迟 RTT ~187ms
17,接口 eth3 在端口 31 出现断开
17,与邻居节点 143 的链路延迟超过 408ms
17,检测到到节点143的往返延迟 RTT ~312ms
18,与邻居节点 15 的链路延迟超过 163ms
18,检测到到节点15的往返延迟 RTT ~179ms
18,接口 eth1 在端口 36 出现断开
19,设备接口eth0端口23状态 DOWN
20,检测到到节点23的往返延迟 RTT ~269ms
21,设备接口eth0端口37状态 DOWN
21,与邻居节点 81 的链路延迟超过 446ms
21,与邻居节点 81 的链路延迟超过 381ms
22,设备接口eth0端口26状态 DOWN
22,与邻居节点 23 的链路延迟超过 112ms
22,设备接口eth2端口41状态 DOWN
23,检测到到节点20的往返延迟 RTT ~145ms
24,与邻居节点 81 的链路延迟超过 498ms
24,处理器占用率 72%，需关注性能瓶颈
24,检测到到节点81的往返延迟 RTT ~404ms
25,与邻居节点 81 的链路延迟超过 228ms
25,接口 eth0 在端口 28 出现断开
26,与邻居节点 81 的链路延迟超过 111ms
27,与邻居节点 81 的链路延迟超过 362ms
27,检测到到节点81的往返延迟 RTT ~264ms
27,CPU 利用率超过 97%，可能存在过载风险
